"biasMain_1" "biasMain_2" "biasMain_3" "biasMain_4" "biasMain_5" "biasMain_6" "biasCross_1" "biasCross_2" "biasCross_3" "biasCross_4" "biasCross_5" "biasCross_6" "biasTheta_1" "biasTheta_2" "biasTheta_3" "biasTheta_4" "biasTheta_5" "biasTheta_6" "mseMain_1" "mseMain_2" "mseMain_3" "mseMain_4" "mseMain_5" "mseMain_6" "mseCross_1" "mseCross_2" "mseCross_3" "mseCross_4" "mseCross_5" "mseCross_6" "mseTheta_1" "mseTheta_2" "mseTheta_3" "mseTheta_4" "mseTheta_5" "mseTheta_6" "isZeroTres10_1" "isZeroTres10_2" "isZeroTres10_3" "isZeroTres10_4" "isZeroTres10_5" "isZeroTres10_6" "biasFactCorr" "mseFactCorr" "prior" "sigma" "N" "iteration"
0.06383344 0.01311982 0.2920067 0.30781127 0.1267574 0.0886107484 0.2919077775 0.00140167365 0.00675420512 0.00461403572 0.00103473536 0.29758836519 0.0629217 0.23253041 0.03359352 0.07058352 0.056790832 0.053298 0.0708362766332186 0.0230291961624925 0.300226393973545 0.316153342595674 0.136558866187535 0.0964015997031368 0.292853353632179 0.00255547163795627 0.00772270421851597 0.00586685707375819 0.00170518553121089 0.298456730162863 0.0645647671394646 0.248233340138588 0.0357917009176258 0.0747357050592016 0.0637738730961396 0.0564225876659192 0 0 0 0 0 0 0.35906499 0.372038694363949 "SVNP" 0.0316227766016838 100 1
0.0287007 0.01885704 0.41549415 0.29847765 0.05761541 0.0610580703 0.30066940662 0.00372788618 0.00337057566 0.00403291816 0.00204886052 0.29894035859 0.13667921 0.11183215 0.090498562 0.000864329999999969 0.1293069 0.02795288 0.035597527783 0.0286739571323014 0.423081536432614 0.305912695884028 0.0673742753965878 0.0705120073964123 0.301693025447941 0.00467676038662054 0.00464454296204694 0.00495492265147483 0.00297236247502927 0.299928170352536 0.143177230267905 0.121691806945402 0.0939590365839319 0.00509101320893037 0.136245019034293 0.0312465846052178 0 0 0 0 0 0 0.41438031 0.423301790316842 "SVNP" 0.0316227766016838 100 2
0.05789758 0.00305206000000002 0.08674368 0.0981891699 0.06966994 0.057762186 0.28213318946 0.00255381546 0.000908146233 6.31837000000002e-05 0.01017450681 0.27912502986 0.04861362 0.060603895 0.0236057 0.00345396000000003 0.0293366068 0.08746254 0.0633167188692158 0.00965284239965295 0.0933236375211289 0.108764505980649 0.129132101081653 0.0673249981280592 0.283188909450346 0.00331229700650661 0.00171599605446415 0.000802186303406535 0.0111922039152735 0.280494094459075 0.051423424706844 0.0673205764708811 0.0267955815177879 0.00684344231436205 0.0515268123495072 0.088624995131766 0 0 0 0 0 0 0.14480943 0.219944281670308 "SVNP" 0.0316227766016838 100 3
0.07867696 0.11375218 0.23704744 0.28117511 0.10686752 0.13308391 0.298389629949 0.00326892438 0.00844893637 0.00043664304 0.01247333157 0.273441953438 0.00771829000000002 0.055685164 0.05020888 0.02501934 0.00448259699999998 0.11690122 0.0850754507019378 0.124888105152331 0.2436280806614 0.286278013180462 0.118535227227585 0.140060821353456 0.299238840614593 0.00428263829008798 0.00942081442277058 0.00175621415628938 0.0132867703637037 0.274574541008135 0.0110047452513999 0.0697765703772775 0.0545719558737228 0.0284422251227721 0.0104652204951419 0.121917826856759 0 0 0 0 0 0 0.12332338 0.134478503548824 "SVNP" 0.0316227766016838 100 4
0.04239178 0.04784967 0.16769347 0.3404207 0.221187293 0.22525369989 0.29925059927 0.00198099195 0.00180469471 0.01010023321 0.00423078625 0.2894006123 0.02362217 0.08849335 0.12965078 0.128216603 0.23757852 0.03240878 0.0487193633599107 0.0597555292343647 0.178894229119807 0.350231294675061 0.231772370907173 0.232210414228987 0.300283560782793 0.00298775802913683 0.00290309316921317 0.0107136262708688 0.00519234639243742 0.290293779494875 0.0289602090816173 0.0980061336537652 0.136257605084194 0.132738304317344 0.246652505053343 0.0352940671649006 0 0 0 0 0 0 0.30905205 0.321594094651523 "SVNP" 0.0316227766016838 100 5
0.0241202 0.04411664 0.044782577 0.040250248 0.04636418 0.0616735617 0.1232877567 0.0043568097 0.009599473957 0.06435223213 0.01117363261 0.065399787 0.000480189999999991 0.01325676 0.08655491 0.01161944 0.00624257899999997 0.01104949 0.0331695446449091 0.0564787304238085 0.0511058898142909 0.0485353407390791 0.0660679690866137 0.0690416725197365 0.128862876176292 0.0120901143633108 0.0148296050160335 0.0716623166655673 0.0195722933558255 0.0695798421071227 0.00480160748910494 0.023145148141255 0.0892683734085878 0.0127811778953802 0.0216749848034332 0.0121933095562726 1 0 0 0 0 1 0.03638612 0.0653791001487127 "SVNP" 0.1 200 1
0.13682045 0.00166087000000004 0.000269122000000011 0.2169757 0.11948558 0.04822625 0.174476097 0.01749456338 0.0309299602 0.0327601618 0.0417621316 0.055057752 0.025976096 0.00243979100000002 0.03214962 0.04528794 0.00608038999999999 0.01850255 0.144847765265139 0.0120280423455688 0.00546502039232538 0.224712235419687 0.12813809146368 0.0549615090797248 0.179544574485704 0.0234618453148415 0.0359470687661575 0.040478545334351 0.0503269624755829 0.060173526903908 0.0304264070308157 0.0093533405606352 0.0342345217996117 0.0473361665744004 0.00865240130108878 0.0204502028917046 1 0 0 0 0 1 0.04168186 0.0575613107242024 "SVNP" 0.1 200 2
0.0398331 0.00678166999999996 0.06507109 0.00453318250000001 0.1601787 0.088639455 0.088380539 0.00787709635 0.04525359022 0.0138423806 0.06764626649 0.066706864 0.00580731000000001 0.06989424 0.03294582 0.06365379 0.0890285434 0.05091129 0.0439690851875656 0.0126717341920213 0.0695027512049312 0.0075031784017331 0.24385791556603 0.0947043025534439 0.0909928335038492 0.0167574614924934 0.0481225399260359 0.0194178733145419 0.0756548206864869 0.07832083073579 0.00748422075286254 0.0742421168225479 0.034377939353543 0.0651646887706524 0.100784148819244 0.0523374007103696 1 0 0 0 0 1 0.1354688526 0.179877619776891 "SVNP" 0.1 200 3
0.01859918 0.01103332 0.06109042 0.0462552676 0.13801887 0.03523274 0.00815698199999998 0.00991212411 0.03638560031 0.02638740163 0.0098226195 0.143986414 0.02492869 0.02462822 0.08948611 0.01839062 0.03070472 0.04046429 0.0228020460091592 0.0176094532798764 0.0673675012076602 0.0557492668186305 0.239208816383326 0.087971029903063 0.0162485151760504 0.0204886169500146 0.0426471517767881 0.0323589221593557 0.0166469770432371 0.159324068622938 0.0270538548422565 0.0289271543878097 0.0911473365659373 0.0199455958481975 0.0375410157464057 0.0434375754964908 1 0 0 0 0 1 0.096621759 0.220203557960302 "SVNP" 0.1 200 4
0.00802528999999996 0.00442580000000004 0.037898788 0.0742897493 0.09904566 0.05938134 0.109831927 0.042829877817 0.00502204256 0.04113588605 0.03640680125 0.058139867 0.01677524 0.023571645 0.06112337 0.00276989 0.03128651 0.01195615 0.0142625706116221 0.013218389945596 0.0432212038137512 0.0788994908725471 0.116310306818914 0.0680259496862873 0.113546988307687 0.0509716602283064 0.00926802165822838 0.0473944298653252 0.0432195096693671 0.0645149293448497 0.0189854840998812 0.0325269326649423 0.0637774801724981 0.00463390271199788 0.0358412852984746 0.0131149346629975 1 0 0 0 0 1 0.0142608585 0.0530729510285386 "SVNP" 0.1 200 5
0.02691795 0.01756232 0.20775545 0.25727251 0.09171492 0.09839857873 0.29001542034 0.00093727457 0.00847713218 0.007048625099 0.00277328218 0.289975968417 0.05947178 0.11635974 0.01246809 0.00638997999999996 0.13391662 0.01398993 0.0309429470525733 0.023670787536341 0.210770413886896 0.261386743679949 0.0969012756657107 0.102154577170791 0.290960706849319 0.00177558351731001 0.00950119397210783 0.00796386683956634 0.00397959777730159 0.290793844045433 0.0603675560078097 0.120008338566901 0.0137852693493352 0.00764934680462582 0.136399608356804 0.0148996934753991 0 0 0 0 0 0 0.33302417 0.341184566087759 "SVNP" 0.0316227766016838 200 1
0.06568659 0.03622834 0.12222474 0.188274872 0.04567114 0.075403085 0.27749998094 0.006625258861 0.00526786307 0.01252619353 0.00342620146 0.27316427384 0.03588129 0.02153269 0.04900089 0.02396735 0.02247084 0.04468025 0.0702206562183251 0.0427597225251963 0.125529549217568 0.195906370297602 0.0593610184386671 0.0792890456055051 0.278618989854162 0.00757490658671421 0.00611601145501823 0.0134200507862595 0.0039928859902315 0.274107314275421 0.0377719341104706 0.0282954173232059 0.0507089036658969 0.0263751742080682 0.0325090066260751 0.0466072306217248 0 0 0 0 0 0 0.00304238999999995 0.0288647274088463 "SVNP" 0.0316227766016838 200 2
0.05089088 0.01159728 0.18270312 0.2842283 0.20062792 0.1282844321 0.29512305122 0.00180325877 0.00248439733 0.01261573251 0.00711436024 0.28378281132 0.07944647 0.036833905 0.09675289 0.03442012 0.13588783 0.05648781 0.0548613940392986 0.0178617362539209 0.188147225737602 0.288313518763768 0.20560124704963 0.131293134605281 0.295999363081137 0.00278169613664039 0.00321805555473322 0.0136631494098701 0.00798328952587543 0.284638228537788 0.0818058379138678 0.0428626087950338 0.100951254005675 0.0362527623177632 0.138449812609233 0.0578041476554686 0 0 0 0 0 0 0.31989127 0.32774512201032 "SVNP" 0.0316227766016838 200 3
0.01406522 0.09122176 0.21672102 0.33136719 0.08310051 0.075449311 0.30454782958 0.00118496954 0.00194707849 0.00593549414 0.0054083096 0.296714798836 0.02220773 0.04192999 0.0428566 0.07672031 0.07381782 0.05704159 0.0178799497077693 0.0984183819601237 0.221665491090262 0.334713922550479 0.0876024905915252 0.0784186131393109 0.305513503292209 0.00197808257168013 0.00282754331355284 0.00690384118059731 0.00632557326919212 0.298022497500882 0.0234768813057344 0.0478339898000302 0.0445554586234546 0.0777812840706403 0.0765662126401491 0.0586386625038201 0 0 0 0 0 0 0.43327063 0.434505785002902 "SVNP" 0.0316227766016838 200 4
0.02030681 0.07598969 0.20671047 0.39898577 0.15223913 0.074437542 0.29770031925 0.00230412135 0.00564675202 0.00299490031 0.0016219087 0.290917712458 0.01585449 0.00960997999999996 0.15192575 0.088516081 0.15020336 0.07945927 0.0224808782540949 0.0805325299358322 0.21039299606807 0.4028305596623 0.156813239019427 0.0770863889854501 0.29865589711087 0.0032709179663861 0.00649360056356696 0.00385397627135161 0.00259365152613521 0.291864454486467 0.0170116466628383 0.0125311335973531 0.153893071904008 0.0903161354926117 0.152458354006192 0.0820632851913102 0 0 0 0 0 0 0.38572964 0.390449008213364 "SVNP" 0.0316227766016838 200 5
0.06458886 0.10757864 0.0500058621 0.0310123175 0.360671113 0.143515676 0.00531224899999999 0.0193484763 0.0392913614 0.0628133744 0.1817413433 0.213537319 0.000401091999999992 0.048438142 0.11074851 0.01009119 0.015251823 0.00590949000000002 0.0864923428710105 0.158816148958293 0.0961252452495521 0.0403564161442459 0.660793743130353 0.257428869344757 0.0215998282871965 0.123953767936751 0.0855915085227784 0.108197637462555 0.241099622151987 0.330089441285442 0.00480062891848276 0.0557133938874346 0.113713188511364 0.011502027229408 0.0219711382572765 0.00800970298514133 1 0 0 0 1 0 0.355597782 0.743864688170622 "SVNP" 0.316227766016838 200 1
0.02071400556 0.0295979199999999 0.1042014113 0.05156798873 0.0691405 0.099511031 0.071632587 0.1271226649 0.0310636887 0.15445941768 0.08235018916 0.115313989 0.038421 0.08328889 0.04476888 0.02453472 0.037153222 0.04427498 0.035426735336992 0.056956566130842 0.120501446737047 0.0630893756379665 0.281541057642515 0.145381459019435 0.0839484476019539 0.226787397994261 0.051811518389675 0.172435894497092 0.125172673981977 0.135402182632095 0.0398917199702424 0.0901065832294524 0.0469575016819653 0.025954508626042 0.047401264823394 0.0469314555390097 1 1 0 1 0 1 0.30932481208 0.495185107806108 "SVNP" 0.316227766016838 200 2
0.053630257 0.01268289 0.0365977403 0.15402933032 0.1343930793 0.0108591663 0.2204043372 0.0296494702 0.0366656311 0.04317739658 0.0217077156 0.1467685152 0.0757988 0.05825761 0.03666737 0.05551131 0.070917891 0.01213807 0.0980367367674744 0.0782548782225636 0.0764262350848759 0.197386061027047 0.23224168456289 0.0712774269221366 0.262510071932719 0.0806989514787581 0.0842987756644262 0.103556527804684 0.12497471838095 0.18916493201588 0.0794890807779766 0.0666062925583211 0.0381870074663163 0.0582146017021757 0.0827378615550477 0.0156954090210882 0 0 0 0 0 1 0.0394639696 0.283836950494251 "SVNP" 0.316227766016838 200 3
0.045484377 0.09915596 0.0671346169 0.0261752901 0.278282801 0.121054836 0.06170911 0.0094780627 0.0104659599 0.0908696499 0.1531956127 0.1285080582 0.09700764 0.10127433 0.14378166 0.01058051 0.1190862461 0.01486007 0.0679100948502286 0.132826822547089 0.096562237376071 0.0355035889236083 0.633756834119925 0.204412220172109 0.0748401816148666 0.083219350428818 0.0431305215856164 0.132053603010819 0.189875493308818 0.176028803542489 0.0982952672479903 0.104479093057011 0.146907518886833 0.012045246869909 0.13427084370039 0.0168621649712375 1 0 0 0 1 1 0.400387073 0.701101341503639 "SVNP" 0.316227766016838 200 4
0.16726359 0.08354239 0.0546052907 0.07496299168 0.205534425 0.1831744511 0.084361732 0.060317391 0.0048590165 0.0154145331 0.0198392965 0.0889542747 0.00980344100000002 0.13820906 0.02375281 0.00412127000000001 0.018095583 0.06022827 0.20976176558479 0.125174089686685 0.0918611080267003 0.100511384485296 0.448060820614341 0.225499595496725 0.11685974890057 0.131666547864462 0.0300751352706729 0.114988231075454 0.0956654308827516 0.171230618918511 0.0143161619218017 0.148405472567451 0.0256602152012868 0.00531301784825971 0.0263356103693982 0.0615690791861385 1 0 0 0 0 1 0.18290106 0.705393839412432 "SVNP" 0.316227766016838 200 5
